Date,Tournament,Surface,Round,WinnerName,LoserName,Player1,Player2,Winner,Player1Rank,Player2Rank,Score,Tour,Year
2020-01-06,Brisbane,Hard,R32,Petra Kvitova,Anastasia Pavlyuchenkova,Anastasia Pavlyuchenkova,Petra Kvitova,Player2,29.0,7.0,2-6 6-1 6-0,WTA,2020
2020-01-06,Brisbane,Hard,R32,Liudmila Samsonova,Sloane Stephens,Liudmila Samsonova,Sloane Stephens,Player1,129.0,24.0,6-4 2-6 6-3,WTA,2020
2020-01-06,Brisbane,Hard,R32,Jennifer Brady,Maria Sharapova,Jennifer Brady,Maria Sharapova,Player1,53.0,147.0,3-6 6-1 7-6(3),WTA,2020
2020-01-06,Brisbane,Hard,R16,Karolina Pliskova,Ajla Tomljanovic,Karolina Pliskova,Ajla Tomljanovic,Player1,2.0,54.0,6-4 6-7(5) 6-1,WTA,2020
2020-01-06,Brisbane,Hard,R16,Alison Riske Amritraj,Barbora Strycova,Alison Riske Amritraj,Barbora Strycova,Player1,19.0,31.0,6-3 6-4,WTA,2020
2020-01-06,Brisbane,Hard,R16,Naomi Osaka,Sofia Kenin,Naomi Osaka,Sofia Kenin,Player1,4.0,14.0,6-7(3) 6-3 6-1,WTA,2020
2020-01-06,Brisbane,Hard,R16,Kiki Bertens,Anett Kontaveit,Kiki Bertens,Anett Kontaveit,Player1,9.0,26.0,6-3 2-6 7-5,WTA,2020
2020-01-06,Brisbane,Hard,R16,Madison Keys,Samantha Stosur,Madison Keys,Samantha Stosur,Player1,13.0,98.0,7-5 6-3,WTA,2020
2020-01-06,Brisbane,Hard,R16,Danielle Collins,Yulia Putintseva,Yulia Putintseva,Danielle Collins,Player2,32.0,27.0,6-1 6-0,WTA,2020
2020-01-06,Auckland,Hard,R32,Tamara Zidansek,Rebecca Peterson,Tamara Zidansek,Rebecca Peterson,Player1,64.0,44.0,7-6(7) 7-6(5),WTA,2020
2020-01-06,Brisbane,Hard,R16,Petra Kvitova,Liudmila Samsonova,Liudmila Samsonova,Petra Kvitova,Player2,129.0,7.0,6-3 6-2,WTA,2020
2020-01-06,Brisbane,Hard,QF,Naomi Osaka,Kiki Bertens,Kiki Bertens,Naomi Osaka,Player2,9.0,4.0,6-3 3-6 6-3,WTA,2020
2020-01-06,Brisbane,Hard,QF,Madison Keys,Danielle Collins,Danielle Collins,Madison Keys,Player2,27.0,13.0,6-4 6-1,WTA,2020
2020-01-06,Brisbane,Hard,QF,Petra Kvitova,Jennifer Brady,Petra Kvitova,Jennifer Brady,Player1,7.0,53.0,6-4 6-2,WTA,2020
2020-01-06,Brisbane,Hard,SF,Karolina Pliskova,Naomi Osaka,Naomi Osaka,Karolina Pliskova,Player2,4.0,2.0,6-7(10) 7-6(3) 6-2,WTA,2020
2020-01-06,Brisbane,Hard,SF,Madison Keys,Petra Kvitova,Petra Kvitova,Madison Keys,Player2,7.0,13.0,3-6 6-2 6-3,WTA,2020
2020-01-06,Brisbane,Hard,F,Karolina Pliskova,Madison Keys,Madison Keys,Karolina Pliskova,Player2,13.0,2.0,6-4 4-6 7-5,WTA,2020
2020-01-06,Auckland,Hard,R32,Petra Martic,Usue Maitane Arconada,Usue Maitane Arconada,Petra Martic,Player2,135.0,15.0,5-7 6-4 6-4,WTA,2020
2020-01-06,Auckland,Hard,R32,Alize Cornet,Ysaline Bonaventure,Ysaline Bonaventure,Alize Cornet,Player2,116.0,57.0,4-6 7-5 6-3,WTA,2020
2020-01-06,Auckland,Hard,R32,Jessica Pegula,Catherine Cartan Bellis,Catherine Cartan Bellis,Jessica Pegula,Player2,855.0,82.0,6-0 6-4,WTA,2020
2020-01-06,Brisbane,Hard,R32,Yulia Putintseva,Donna Vekic,Yulia Putintseva,Donna Vekic,Player1,32.0,20.0,6-3 3-6 7-5,WTA,2020
2020-01-06,Brisbane,Hard,QF,Karolina Pliskova,Alison Riske Amritraj,Alison Riske Amritraj,Karolina Pliskova,Player2,19.0,2.0,7-6(6) 6-3,WTA,2020
2020-01-06,Auckland,Hard,R32,Jil Teichmann,Valentina Ivanov,Jil Teichmann,Valentina Ivanov,Player1,68.0,1001.0,6-4 6-3,WTA,2020
2020-01-06,Auckland,Hard,R32,Julia Goerges,Greet Minnen,Julia Goerges,Greet Minnen,Player1,41.0,109.0,6-1 7-6(4),WTA,2020
2020-01-06,Auckland,Hard,R16,Julia Goerges,Jil Teichmann,Julia Goerges,Jil Teichmann,Player1,41.0,68.0,6-3 6-2,WTA,2020
2020-01-06,Auckland,Hard,R32,Caroline Garcia,Taylor Townsend,Caroline Garcia,Taylor Townsend,Player1,46.0,77.0,5-7 6-3 7-5,WTA,2020
2020-01-06,Doha,Hard,R32,Alexander Bublik,Adrian Mannarino,Adrian Mannarino,Alexander Bublik,Player2,43.0,55.0,6-3 6-4,ATP,2020
2020-01-06,Auckland,Hard,R32,Eugenie Bouchard,Kirsten Flipkens,Kirsten Flipkens,Eugenie Bouchard,Player2,72.0,262.0,7-5 7-5,WTA,2020
2020-01-06,Auckland,Hard,R32,Daria Kasatkina,Carla Suarez Navarro,Carla Suarez Navarro,Daria Kasatkina,Player2,52.0,70.0,6-3 3-6 6-2,WTA,2020
2020-01-06,Auckland,Hard,R32,Amanda Anisimova,Kateryna Baindl,Amanda Anisimova,Kateryna Baindl,Player1,25.0,89.0,6-3 6-4,WTA,2020
2020-01-06,Auckland,Hard,R32,Laura Siegemund,Caty Mcnally,Caty Mcnally,Laura Siegemund,Player2,118.0,73.0,6-2 6-2,WTA,2020
2020-01-06,Auckland,Hard,R32,Coco Gauff,Viktoria Hruncakova,Viktoria Hruncakova,Coco Gauff,Player2,61.0,67.0,6-3 6-1,WTA,2020
2020-01-06,Auckland,Hard,R32,Serena Williams,Camila Giorgi,Camila Giorgi,Serena Williams,Player2,99.0,10.0,6-3 6-2,WTA,2020
2020-01-06,Auckland,Hard,R16,Alize Cornet,Petra Martic,Petra Martic,Alize Cornet,Player2,15.0,57.0,3-6 6-4 6-4,WTA,2020
2020-01-06,Auckland,Hard,R32,Lauren Davis,Varvara Lepchenko,Varvara Lepchenko,Lauren Davis,Player2,170.0,63.0,7-6(7) 6-2,WTA,2020
2020-01-06,Auckland,Hard,R16,Jessica Pegula,Tamara Zidansek,Jessica Pegula,Tamara Zidansek,Player1,82.0,64.0,6-2 6-3,WTA,2020
2020-01-06,Auckland,Hard,R32,Christina Mchale,Ann Li,Christina Mchale,Ann Li,Player1,86.0,145.0,7-5 6-2,WTA,2020
2020-01-06,Auckland,Hard,R16,Eugenie Bouchard,Caroline Garcia,Eugenie Bouchard,Caroline Garcia,Player1,262.0,46.0,6-4 6-4,WTA,2020
2020-01-06,Auckland,Hard,R16,Amanda Anisimova,Daria Kasatkina,Amanda Anisimova,Daria Kasatkina,Player1,25.0,70.0,6-2 6-4,WTA,2020
2020-01-06,Auckland,Hard,R16,Laura Siegemund,Coco Gauff,Laura Siegemund,Coco Gauff,Player1,73.0,67.0,5-7 6-2 6-3,WTA,2020
2020-01-06,Auckland,Hard,R16,Serena Williams,Christina Mchale,Serena Williams,Christina Mchale,Player1,10.0,86.0,3-6 6-2 6-3,WTA,2020
2020-01-06,Auckland,Hard,QF,Jessica Pegula,Alize Cornet,Alize Cornet,Jessica Pegula,Player2,57.0,82.0,6-0 3-2 RET,WTA,2020
2020-01-06,Auckland,Hard,QF,Caroline Wozniacki,Julia Goerges,Julia Goerges,Caroline Wozniacki,Player2,41.0,39.0,6-1 6-4,WTA,2020
2020-01-06,Auckland,Hard,QF,Amanda Anisimova,Eugenie Bouchard,Eugenie Bouchard,Amanda Anisimova,Player2,262.0,25.0,6-2 3-6 6-4,WTA,2020
2020-01-06,Auckland,Hard,QF,Serena Williams,Laura Siegemund,Serena Williams,Laura Siegemund,Player1,10.0,73.0,6-4 6-3,WTA,2020
2020-01-06,Auckland,Hard,R16,Caroline Wozniacki,Lauren Davis,Lauren Davis,Caroline Wozniacki,Player2,63.0,39.0,6-1 4-6 6-4,WTA,2020
2020-01-06,Auckland,Hard,SF,Jessica Pegula,Caroline Wozniacki,Jessica Pegula,Caroline Wozniacki,Player1,82.0,39.0,3-6 6-4 6-0,WTA,2020
2020-01-13,Auckland,Hard,R32,Ugo Humbert,Casper Ruud,Ugo Humbert,Casper Ruud,Player1,57.0,46.0,7-6(3) 2-6 6-3,ATP,2020
2020-01-13,Auckland,Hard,R32,Hubert Hurkacz,Lorenzo Sonego,Lorenzo Sonego,Hubert Hurkacz,Player2,52.0,34.0,7-5 6-3,ATP,2020
2020-01-13,Auckland,Hard,R32,John Millman,Michael Mmoh,John Millman,Michael Mmoh,Player1,47.0,227.0,7-6(5) 6-4,ATP,2020
2020-01-13,Auckland,Hard,R32,Thiago Monteiro,Cameron Norrie,Thiago Monteiro,Cameron Norrie,Player1,86.0,62.0,7-6(3) 6-2,ATP,2020
2020-01-13,Auckland,Hard,R32,Benoit Paire,Jannik Sinner,Benoit Paire,Jannik Sinner,Player1,24.0,79.0,6-4 2-6 6-4,ATP,2020
2020-01-13,Auckland,Hard,R32,Marco Cecchinato,Leonardo Mayer,Leonardo Mayer,Marco Cecchinato,Player2,100.0,76.0,7-6(6) 6-7(18) 7-6(2),ATP,2020
2020-01-13,Auckland,Hard,R32,Kyle Edmund,Alejandro Davidovich Fokina,Kyle Edmund,Alejandro Davidovich Fokina,Player1,69.0,85.0,6-2 4-6 6-3,ATP,2020
2020-01-13,Auckland,Hard,R32,Vasek Pospisil,Joao Sousa,Vasek Pospisil,Joao Sousa,Player1,146.0,58.0,6-4 6-2,ATP,2020
2020-01-13,Auckland,Hard,R32,Tennys Sandgren,Michael Venus,Michael Venus,Tennys Sandgren,Player2,,101.0,6-4 6-3,ATP,2020
2020-01-13,Auckland,Hard,R16,Denis Shapovalov,Vasek Pospisil,Denis Shapovalov,Vasek Pospisil,Player1,13.0,146.0,6-4 7-6(2),ATP,2020
2020-01-13,Auckland,Hard,R32,Andreas Seppi,Adrian Mannarino,Adrian Mannarino,Andreas Seppi,Player2,43.0,84.0,3-6 6-4 6-4,ATP,2020
2020-01-13,Auckland,Hard,SF,Benoit Paire,Hubert Hurkacz,Hubert Hurkacz,Benoit Paire,Player2,34.0,24.0,6-4 6-7(1) 6-2,ATP,2020
2020-01-13,Auckland,Hard,SF,Ugo Humbert,John Isner,Ugo Humbert,John Isner,Player1,57.0,20.0,7-6(5) 6-4,ATP,2020
2020-01-13,Auckland,Hard,R16,John Isner,Tennys Sandgren,John Isner,Tennys Sandgren,Player1,20.0,101.0,7-6(3) 6-7(1) 6-3,ATP,2020
2020-01-13,Auckland,Hard,R16,Kyle Edmund,Andreas Seppi,Andreas Seppi,Kyle Edmund,Player2,84.0,69.0,6-3 7-6(4),ATP,2020
2020-01-13,Auckland,Hard,R16,Benoit Paire,Thiago Monteiro,Thiago Monteiro,Benoit Paire,Player2,86.0,24.0,4-6 6-4 6-3,ATP,2020
2020-01-13,Auckland,Hard,R16,John Millman,Karen Khachanov,John Millman,Karen Khachanov,Player1,47.0,16.0,4-6 6-3 6-3,ATP,2020
2020-01-13,Auckland,Hard,R16,Hubert Hurkacz,Mikael Ymer,Hubert Hurkacz,Mikael Ymer,Player1,34.0,77.0,6-2 7-6(2),ATP,2020
2020-01-13,Auckland,Hard,R16,Feliciano Lopez,Fabio Fognini,Fabio Fognini,Feliciano Lopez,Player2,12.0,61.0,3-6 6-4 6-3,ATP,2020
2020-01-13,Auckland,Hard,QF,John Isner,Kyle Edmund,John Isner,Kyle Edmund,Player1,20.0,69.0,7-6(5) 7-6(5),ATP,2020
2020-01-13,Auckland,Hard,QF,Benoit Paire,John Millman,Benoit Paire,John Millman,Player1,24.0,47.0,3-6 6-1 6-4,ATP,2020
2020-01-13,Auckland,Hard,QF,Hubert Hurkacz,Feliciano Lopez,Feliciano Lopez,Hubert Hurkacz,Player2,61.0,34.0,6-4 6-7(11) 6-4,ATP,2020
2020-01-13,Auckland,Hard,R32,Feliciano Lopez,Pablo Andujar,Feliciano Lopez,Pablo Andujar,Player1,61.0,63.0,3-6 7-6(4) 6-4,ATP,2020
2020-01-13,Adelaide,Hard,R32,Sam Querrey,Gregoire Barrere,Sam Querrey,Gregoire Barrere,Player1,45.0,82.0,6-7(4) 6-2 7-6(5),ATP,2020
2020-01-13,Hobart,Hard,QF,Veronika Kudermetova,Garbine Muguruza,Veronika Kudermetova,Garbine Muguruza,Player1,42.0,34.0,W/O,WTA,2020
2020-01-13,Auckland,Hard,R16,Ugo Humbert,Marco Cecchinato,Marco Cecchinato,Ugo Humbert,Player2,76.0,57.0,6-1 6-4,ATP,2020
2020-01-13,Auckland,Hard,R32,Mikael Ymer,Frances Tiafoe,Mikael Ymer,Frances Tiafoe,Player1,77.0,49.0,6-4 5-7 6-1,ATP,2020
2020-01-13,Adelaide,Hard,R32,Lloyd Harris,Cristian Garin,Cristian Garin,Lloyd Harris,Player2,36.0,91.0,7-6(5) 3-6 6-4,ATP,2020
2020-01-13,Auckland,Hard,QF,Ugo Humbert,Denis Shapovalov,Denis Shapovalov,Ugo Humbert,Player2,13.0,57.0,7-5 6-4,ATP,2020
2020-01-13,Hobart,Hard,R16,Elise Mertens,Viktoria Hruncakova,Viktoria Hruncakova,Elise Mertens,Player2,61.0,17.0,6-1 6-0,WTA,2020
2020-01-13,Adelaide,Hard,R16,Andrey Rublev,Sam Querrey,Andrey Rublev,Sam Querrey,Player1,18.0,45.0,6-3 6-3,ATP,2020
2020-01-13,Adelaide,Hard,R32,Daniel Evans,Juan Ignacio Londero,Daniel Evans,Juan Ignacio Londero,Player1,33.0,51.0,6-2 6-4,ATP,2020
2020-01-13,Adelaide,Hard,R32,Alexander Bublik,Taylor Fritz,Alexander Bublik,Taylor Fritz,Player1,55.0,32.0,6-4 7-6(4),ATP,2020
2020-01-13,Adelaide,Hard,R32,Jan Lennard Struff,Salvatore Caruso,Salvatore Caruso,Jan Lennard Struff,Player2,94.0,37.0,6-4 6-2,ATP,2020
2020-01-13,Adelaide,Hard,R32,Laslo Djere,Alexei Popyrin,Alexei Popyrin,Laslo Djere,Player2,95.0,40.0,7-6(3) 3-6 6-4,ATP,2020
2020-01-13,Adelaide,Hard,R32,Jeremy Chardy,Gilles Simon,Jeremy Chardy,Gilles Simon,Player1,56.0,60.0,6-3 7-5,ATP,2020
2020-01-13,Adelaide,Hard,R32,Pablo Cuevas,Reilly Opelka,Pablo Cuevas,Reilly Opelka,Player1,44.0,38.0,5-7 7-6(9) 7-6(2),ATP,2020
2020-01-13,Adelaide,Hard,R32,Tommy Paul,Aljaz Bedene,Aljaz Bedene,Tommy Paul,Player2,54.0,90.0,6-4 6-4,ATP,2020
2020-01-13,Adelaide,Hard,R32,Albert Ramos,Jordan Thompson,Jordan Thompson,Albert Ramos,Player2,65.0,42.0,6-4 6-7(5) 6-3,ATP,2020
2020-01-13,Adelaide,Hard,R16,Felix Auger Aliassime,James Duckworth,James Duckworth,Felix Auger Aliassime,Player2,96.0,22.0,6-3 7-6(0),ATP,2020
2020-01-13,Adelaide,Hard,R16,Alex Bolt,Jan Lennard Struff,Alex Bolt,Jan Lennard Struff,Player1,157.0,37.0,6-3 6-4,ATP,2020
2020-01-13,Auckland,Hard,F,Ugo Humbert,Benoit Paire,Ugo Humbert,Benoit Paire,Player1,57.0,24.0,7-6(2) 3-6 7-6(5),ATP,2020
2020-01-13,Adelaide,Hard,R16,Albert Ramos,Jaume Munar,Jaume Munar,Albert Ramos,Player2,88.0,42.0,7-6(3) 6-3,ATP,2020
2020-01-13,Adelaide,Hard,R16,Lloyd Harris,Laslo Djere,Laslo Djere,Lloyd Harris,Player2,40.0,91.0,7-6(5) 6-3,ATP,2020
2020-01-13,Adelaide,Hard,R16,Pablo Carreno Busta,Jeremy Chardy,Jeremy Chardy,Pablo Carreno Busta,Player2,56.0,30.0,6-3 6-2,ATP,2020
2020-01-13,Adelaide,Hard,R16,Tommy Paul,Pablo Cuevas,Pablo Cuevas,Tommy Paul,Player2,44.0,90.0,6-1 6-2,ATP,2020
2020-01-13,Adelaide,Hard,R32,James Duckworth,Federico Delbonis,James Duckworth,Federico Delbonis,Player1,96.0,73.0,6-4 6-4,ATP,2020
2020-01-13,Adelaide,Hard,QF,Felix Auger Aliassime,Alex Bolt,Felix Auger Aliassime,Alex Bolt,Player1,22.0,157.0,6-3 6-0,ATP,2020
2020-01-13,Adelaide,Hard,QF,Andrey Rublev,Daniel Evans,Daniel Evans,Andrey Rublev,Player2,33.0,18.0,6-4 3-6 6-3,ATP,2020
2020-01-13,Adelaide,Hard,QF,Lloyd Harris,Pablo Carreno Busta,Pablo Carreno Busta,Lloyd Harris,Player2,30.0,91.0,6-3 6-3,ATP,2020
2020-01-13,Adelaide,Hard,QF,Tommy Paul,Albert Ramos,Tommy Paul,Albert Ramos,Player1,90.0,42.0,6-3 6-4,ATP,2020
2020-01-13,Adelaide,Hard,SF,Andrey Rublev,Felix Auger Aliassime,Felix Auger Aliassime,Andrey Rublev,Player2,22.0,18.0,7-6(5) 6-7(7) 6-4,ATP,2020
2020-01-13,Adelaide,Hard,SF,Lloyd Harris,Tommy Paul,Tommy Paul,Lloyd Harris,Player2,90.0,91.0,6-4 6-7(3) 6-3,ATP,2020
2020-01-13,Adelaide,Hard,F,Andrey Rublev,Lloyd Harris,Andrey Rublev,Lloyd Harris,Player1,18.0,91.0,6-3 6-0,ATP,2020
2020-01-13,Adelaide,Hard,R32,Alex Bolt,Stephane Robert,Stephane Robert,Alex Bolt,Player2,661.0,157.0,6-4 2-6 6-0,ATP,2020
2020-01-13,Adelaide,Hard,R16,Daniel Evans,Alexander Bublik,Daniel Evans,Alexander Bublik,Player1,33.0,55.0,7-5 6-2,ATP,2020
2020-01-13,Adelaide,Hard,R32,Donna Vekic,Anastasija Sevastova,Anastasija Sevastova,Donna Vekic,Player2,32.0,20.0,4-6 6-1 6-3,WTA,2020
2020-01-13,Hobart,Hard,R16,Lauren Davis,Magda Linette,Lauren Davis,Magda Linette,Player1,65.0,43.0,6-4 6-4,WTA,2020
2020-01-13,Adelaide,Hard,R32,Belinda Bencic,Daria Kasatkina,Daria Kasatkina,Belinda Bencic,Player2,68.0,7.0,6-4 6-4,WTA,2020
2020-01-13,Hobart,Hard,QF,Heather Watson,Elise Mertens,Elise Mertens,Heather Watson,Player2,17.0,101.0,6-7(5) 6-4 7-5,WTA,2020
2020-01-13,Adelaide,Hard,R32,Ajla Tomljanovic,Yulia Putintseva,Ajla Tomljanovic,Yulia Putintseva,Player1,52.0,37.0,7-6(4) 6-2,WTA,2020
2020-01-13,Hobart,Hard,QF,Shuai Zhang,Lauren Davis,Shuai Zhang,Lauren Davis,Player1,40.0,65.0,6-1 6-4,WTA,2020
2020-01-13,Hobart,Hard,R32,Elena Rybakina,Tamara Zidansek,Elena Rybakina,Tamara Zidansek,Player1,30.0,69.0,6-1 6-4,WTA,2020
2020-01-13,Hobart,Hard,R16,Heather Watson,Fiona Ferro,Fiona Ferro,Heather Watson,Player2,63.0,101.0,7-6(5) 6-3,WTA,2020
2020-01-13,Hobart,Hard,R16,Elena Rybakina,Alize Cornet,Alize Cornet,Elena Rybakina,Player2,60.0,30.0,7-5 6-3,WTA,2020
2020-01-13,Hobart,Hard,R32,Garbine Muguruza,Yafan Wang,Yafan Wang,Garbine Muguruza,Player2,51.0,34.0,6-1 7-5,WTA,2020
2020-01-13,Hobart,Hard,R16,Shuai Zhang,Kateryna Baindl,Kateryna Baindl,Shuai Zhang,Player2,91.0,40.0,4-6 6-1 6-2,WTA,2020
2020-01-13,Hobart,Hard,R16,Veronika Kudermetova,Catherine Cartan Bellis,Catherine Cartan Bellis,Veronika Kudermetova,Player2,838.0,42.0,7-6(6) 6-1,WTA,2020
2020-01-13,Hobart,Hard,R16,Garbine Muguruza,Ons Jabeur,Garbine Muguruza,Ons Jabeur,Player1,34.0,85.0,3-6 6-3 7-6(4),WTA,2020
2020-01-13,Hobart,Hard,R32,Elise Mertens,Christina Mchale,Elise Mertens,Christina Mchale,Player1,17.0,81.0,6-1 6-1,WTA,2020
2020-01-13,Hobart,Hard,R32,Heather Watson,Jil Teichmann,Jil Teichmann,Heather Watson,Player2,67.0,101.0,1-6 6-4 6-4,WTA,2020
2020-01-13,Hobart,Hard,R32,Fiona Ferro,Rebecca Peterson,Rebecca Peterson,Fiona Ferro,Player2,44.0,63.0,4-4 RET,WTA,2020
2020-01-13,Hobart,Hard,R16,Lizette Cabrera,Kristyna Pliskova,Lizette Cabrera,Kristyna Pliskova,Player1,129.0,62.0,4-6 6-4 6-4,WTA,2020
2020-01-13,Hobart,Hard,R32,Alize Cornet,Alison Van Uytvanck,Alize Cornet,Alison Van Uytvanck,Player1,60.0,47.0,7-5 1-6 6-2,WTA,2020
2020-01-13,Hobart,Hard,R32,Shuai Zhang,Kirsten Flipkens,Kirsten Flipkens,Shuai Zhang,Player2,79.0,40.0,4-6 6-3 6-2,WTA,2020
2020-01-13,Hobart,Hard,R32,Kristyna Pliskova,Nina Stojanovic,Nina Stojanovic,Kristyna Pliskova,Player2,84.0,62.0,1-6 6-4 6-3,WTA,2020
2020-01-13,Hobart,Hard,R32,Catherine Cartan Bellis,Marie Bouzkova,Catherine Cartan Bellis,Marie Bouzkova,Player1,838.0,59.0,3-6 7-6(4) 6-3,WTA,2020
2020-01-13,Hobart,Hard,R32,Veronika Kudermetova,Samantha Stosur,Samantha Stosur,Veronika Kudermetova,Player2,97.0,42.0,6-2 6-2,WTA,2020
2020-01-13,Hobart,Hard,R32,Ons Jabeur,Anna Blinkova,Ons Jabeur,Anna Blinkova,Player1,85.0,58.0,6-4 6-1,WTA,2020
2020-01-13,Hobart,Hard,R32,Kateryna Baindl,Sara Sorribes Tormo,Kateryna Baindl,Sara Sorribes Tormo,Player1,91.0,88.0,6-2 6-1,WTA,2020
2020-01-13,Hobart,Hard,R32,Lauren Davis,Astra Sharma,Lauren Davis,Astra Sharma,Player1,65.0,110.0,6-3 3-6 7-6(6),WTA,2020
2020-01-13,Hobart,Hard,R32,Magda Linette,Svetlana Kuznetsova,Svetlana Kuznetsova,Magda Linette,Player2,53.0,43.0,7-6(2) 7-6(9),WTA,2020
2020-01-13,Hobart,Hard,R32,Lizette Cabrera,Caroline Garcia,Lizette Cabrera,Caroline Garcia,Player1,129.0,46.0,4-6 6-4 6-2,WTA,2020
2020-01-13,Adelaide,Hard,R32,Marketa Vondrousova,Tatjana Maria,Marketa Vondrousova,Tatjana Maria,Player1,16.0,83.0,6-3 6-0,WTA,2020
2020-01-13,Adelaide,Hard,F,Ashleigh Barty,Dayana Yastremska,Dayana Yastremska,Ashleigh Barty,Player2,24.0,1.0,6-2 7-5,WTA,2020
2020-01-13,Adelaide,Hard,SF,Ashleigh Barty,Danielle Collins,Danielle Collins,Ashleigh Barty,Player2,27.0,1.0,3-6 6-1 7-6(5),WTA,2020
2020-01-13,Hobart,Hard,R32,Viktoria Hruncakova,Lin Zhu,Viktoria Hruncakova,Lin Zhu,Player1,61.0,71.0,5-7 6-2 7-6(3),WTA,2020
2020-01-13,Adelaide,Hard,QF,Ashleigh Barty,Marketa Vondrousova,Ashleigh Barty,Marketa Vondrousova,Player1,1.0,16.0,6-3 6-3,WTA,2020
2020-01-13,Adelaide,Hard,R32,Julia Goerges,Priscilla Hon,Priscilla Hon,Julia Goerges,Player2,139.0,38.0,7-6(7) 6-3,WTA,2020
2020-01-13,Adelaide,Hard,SF,Dayana Yastremska,Aryna Sabalenka,Dayana Yastremska,Aryna Sabalenka,Player1,24.0,12.0,6-4 7-6(4),WTA,2020
2020-01-13,Adelaide,Hard,R32,Danielle Collins,Aliaksandra Sasnovich,Danielle Collins,Aliaksandra Sasnovich,Player1,27.0,99.0,6-3 6-2,WTA,2020
2020-01-13,Adelaide,Hard,R32,Sofia Kenin,Viktorija Golubic,Viktorija Golubic,Sofia Kenin,Player2,78.0,15.0,6-0 6-4,WTA,2020
2020-01-13,Adelaide,Hard,R32,Maria Sakkari,Vitalia Diatchenko,Maria Sakkari,Vitalia Diatchenko,Player1,23.0,87.0,7-5 6-2,WTA,2020
2020-01-13,Adelaide,Hard,R32,Dayana Yastremska,Timea Babos,Timea Babos,Dayana Yastremska,Player2,86.0,24.0,7-5 6-3,WTA,2020
2020-01-13,Hobart,Hard,QF,Elena Rybakina,Lizette Cabrera,Elena Rybakina,Lizette Cabrera,Player1,30.0,129.0,6-7(4) 7-6(2) 7-5,WTA,2020
2020-01-13,Adelaide,Hard,R32,Angelique Kerber,Qiang Wang,Angelique Kerber,Qiang Wang,Player1,18.0,28.0,6-1 6-3,WTA,2020
2020-01-13,Adelaide,Hard,R32,Aryna Sabalenka,Su Wei Hsieh,Su Wei Hsieh,Aryna Sabalenka,Player2,36.0,12.0,5-7 6-1 7-5,WTA,2020
2020-01-13,Hobart,Hard,F,Elena Rybakina,Shuai Zhang,Shuai Zhang,Elena Rybakina,Player2,40.0,30.0,7-6(7) 6-3,WTA,2020
2020-01-13,Hobart,Hard,SF,Elena Rybakina,Heather Watson,Heather Watson,Elena Rybakina,Player2,101.0,30.0,6-3 4-6 6-4,WTA,2020
2020-01-13,Hobart,Hard,SF,Shuai Zhang,Veronika Kudermetova,Veronika Kudermetova,Shuai Zhang,Player2,42.0,40.0,6-3 6-4,WTA,2020
2020-01-13,Adelaide,Hard,R32,Arina Rodionova,Sloane Stephens,Arina Rodionova,Sloane Stephens,Player1,201.0,25.0,6-2 6-2,WTA,2020
2020-01-13,Adelaide,Hard,R32,Bernarda Pera,Barbora Strycova,Barbora Strycova,Bernarda Pera,Player2,33.0,70.0,7-6(6) 6-3,WTA,2020
2020-01-13,Adelaide,Hard,QF,Dayana Yastremska,Donna Vekic,Donna Vekic,Dayana Yastremska,Player2,20.0,24.0,6-4 6-3,WTA,2020
2020-01-13,Adelaide,Hard,QF,Danielle Collins,Belinda Bencic,Danielle Collins,Belinda Bencic,Player1,27.0,7.0,6-3 6-1,WTA,2020
2020-01-13,Adelaide,Hard,R32,Anastasia Pavlyuchenkova,Anett Kontaveit,Anastasia Pavlyuchenkova,Anett Kontaveit,Player1,31.0,29.0,6-2 6-4,WTA,2020
2020-01-13,Adelaide,Hard,QF,Aryna Sabalenka,Simona Halep,Simona Halep,Aryna Sabalenka,Player2,4.0,12.0,6-4 6-2,WTA,2020
2020-01-13,Adelaide,Hard,R16,Ashleigh Barty,Anastasia Pavlyuchenkova,Anastasia Pavlyuchenkova,Ashleigh Barty,Player2,31.0,1.0,4-6 6-3 7-5,WTA,2020
2020-01-13,Adelaide,Hard,R16,Marketa Vondrousova,Arina Rodionova,Arina Rodionova,Marketa Vondrousova,Player2,201.0,16.0,6-0 6-0,WTA,2020
2020-01-13,Adelaide,Hard,R16,Danielle Collins,Sofia Kenin,Sofia Kenin,Danielle Collins,Player2,15.0,27.0,6-3 6-1,WTA,2020
2020-01-13,Adelaide,Hard,R16,Belinda Bencic,Julia Goerges,Belinda Bencic,Julia Goerges,Player1,7.0,38.0,7-6(6) 7-6(4),WTA,2020
2020-01-13,Adelaide,Hard,R16,Donna Vekic,Maria Sakkari,Maria Sakkari,Donna Vekic,Player2,23.0,20.0,2-6 7-5 6-1,WTA,2020
2020-01-13,Adelaide,Hard,R16,Dayana Yastremska,Angelique Kerber,Angelique Kerber,Dayana Yastremska,Player2,18.0,24.0,6-3 2-0 RET,WTA,2020
2020-01-13,Adelaide,Hard,R16,Aryna Sabalenka,Bernarda Pera,Aryna Sabalenka,Bernarda Pera,Player1,12.0,70.0,7-6(4) 6-2,WTA,2020
2020-01-13,Adelaide,Hard,R16,Simona Halep,Ajla Tomljanovic,Ajla Tomljanovic,Simona Halep,Player2,52.0,4.0,6-4 7-5,WTA,2020
