Date,HomeTeam,AwayTeam,HomeScore,AwayScore,Season,HomeFG,AwayFG,HomeFG3,AwayFG3,HomeFT,AwayFT,HomeREB,AwayREB,HomeAST,AwayAST,HomeTO,AwayTO,Winner
2026-03-19,Monaco,Efes,98.0,93.0,2025-26,,,,,,,,,,,,,Home
2026-03-19,Dubai Basketball,Bayern Munich,87.0,74.0,2025-26,,,,,,,,,,,,,Home
2026-03-19,Virtus Bologna,Hapoel Jerusalem,91.0,109.0,2025-26,,,,,,,,,,,,,Away
2026-03-19,Baskonia,Olympiacos,80.0,90.0,2025-26,,,,,,,,,,,,,Away
2026-03-19,Barcelona,Valencia,66.0,62.0,2025-26,,,,,,,,,,,,,Home
2026-03-20,Red Star Belgrade,Panathinaikos,74.0,82.0,2025-26,,,,,,,,,,,,,Away
2026-03-20,Olimpia Milano,Fenerbahce,75.0,79.0,2025-26,,,,,,,,,,,,,Away
2026-03-20,Maccabi Tel Aviv,ASVEL,89.0,85.0,2025-26,,,,,,,,,,,,,Home
2026-03-20,Real Madrid,Zalgiris,85.0,87.0,2025-26,,,,,,,,,,,,,Away
2026-03-24,Olympiacos,Valencia,84.0,85.0,2025-26,,,,,,,,,,,,,Away
2026-03-24,Hapoel Jerusalem,Real Madrid,83.0,92.0,2025-26,,,,,,,,,,,,,Away
2026-03-24,Bayern Munich,Zalgiris,71.0,78.0,2025-26,,,,,,,,,,,,,Away
2026-03-24,ASVEL,Partizan,78.0,79.0,2025-26,,,,,,,,,,,,,Away
2026-03-24,Efes,Barcelona,71.0,78.0,2025-26,,,,,,,,,,,,,Away
2026-03-24,Fenerbahce,Maccabi Tel Aviv,89.0,94.0,2025-26,,,,,,,,,,,,,Away
2026-03-24,Panathinaikos,Dubai Basketball,107.0,104.0,2025-26,,,,,,,,,,,,,Home
2026-03-24,Olimpia Milano,Monaco,85.0,90.0,2025-26,,,,,,,,,,,,,Away
2026-03-25,Red Star Belgrade,Baskonia,108.0,100.0,2025-26,,,,,,,,,,,,,Home
2026-03-26,ASVEL,Bayern Munich,83.0,93.0,2025-26,,,,,,,,,,,,,Away
2026-03-26,Dubai Basketball,Maccabi Tel Aviv,100.0,104.0,2025-26,,,,,,,,,,,,,Away
2026-03-26,Virtus Bologna,Olimpia Milano,87.0,103.0,2025-26,,,,,,,,,,,,,Away
2026-03-26,Efes,Real Madrid,71.0,82.0,2025-26,,,,,,,,,,,,,Away
2026-03-27,Red Star Belgrade,Barcelona,88.0,92.0,2025-26,,,,,,,,,,,,,Away
2026-03-27,Monaco,Panathinaikos,97.0,107.0,2025-26,,,,,,,,,,,,,Away
2026-03-27,Valencia,Partizan,104.0,110.0,2025-26,,,,,,,,,,,,,Away
2026-03-27,Zalgiris,Fenerbahce,92.0,82.0,2025-26,,,,,,,,,,,,,Home
2026-03-27,Hapoel Jerusalem,Baskonia,109.0,118.0,2025-26,,,,,,,,,,,,,Away
2026-03-31,Paris Basketball,Virtus Bologna,103.0,82.0,2025-26,,,,,,,,,,,,,Home
2026-04-01,Fenerbahce,Bayern Munich,76.0,85.0,2025-26,,,,,,,,,,,,,Away
2026-04-02,Efes,Maccabi Tel Aviv,89.0,103.0,2025-26,,,,,,,,,,,,,Away
2026-04-02,Panathinaikos,Hapoel Jerusalem,88.0,92.0,2025-26,,,,,,,,,,,,,Away
2026-04-02,Olimpia Milano,Paris Basketball,93.0,103.0,2025-26,,,,,,,,,,,,,Away
2026-04-02,Partizan,Red Star Belgrade,89.0,82.0,2025-26,,,,,,,,,,,,,Home
2026-04-02,Barcelona,Zalgiris,71.0,83.0,2025-26,,,,,,,,,,,,,Away
2026-04-02,Monaco,Dubai Basketball,91.0,101.0,2025-26,,,,,,,,,,,,,Away
2026-04-03,Olympiacos,ASVEL,82.0,74.0,2025-26,,,,,,,,,,,,,Home
2026-04-03,Valencia,Virtus Bologna,94.0,81.0,2025-26,,,,,,,,,,,,,Home
2026-04-03,Real Madrid,Baskonia,96.0,98.0,2025-26,,,,,,,,,,,,,Away
2026-04-07,Bayern Munich,Virtus Bologna,85.0,80.0,2025-26,,,,,,,,,,,,,Home
2026-04-07,Olimpia Milano,Valencia,96.0,102.0,2025-26,,,,,,,,,,,,,Away
2026-04-07,Paris Basketball,Red Star Belgrade,81.0,94.0,2025-26,,,,,,,,,,,,,Away
2026-04-07,Maccabi Tel Aviv,Baskonia,98.0,101.0,2025-26,,,,,,,,,,,,,Away
2026-04-07,Fenerbahce,Hapoel Jerusalem,80.0,95.0,2025-26,,,,,,,,,,,,,Away
2026-04-07,Panathinaikos,Barcelona,93.0,79.0,2025-26,,,,,,,,,,,,,Home
2026-04-07,Real Madrid,Olympiacos,88.0,102.0,2025-26,,,,,,,,,,,,,Away
2026-04-07,Dubai Basketball,Zalgiris,77.0,65.0,2025-26,,,,,,,,,,,,,Home
